Provincia,Municipio,Motivo,URL
A_Coruna,Arzúa,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/arzua
A_Coruna,San Sadurniño,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/san-sadurnino
A_Coruna,"Laracha, A",SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/laracha-a
A_Coruna,Abegondo,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/abegondo
A_Coruna,Ames,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/ames
A_Coruna,Boimorto,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/boimorto
A_Coruna,Cabana de Bergantiños,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/cabana-de-bergantinos
A_Coruna,Teo,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/teo
A_Coruna,Ordes,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/ordes
A_Coruna,Fene,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/fene
A_Coruna,Monfero,SIN_EMAIL,https://www.todoslosayuntamientos.es/galicia/a-coruna/monfero
Asturias,Carreño,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/carreno
Asturias,Castropol,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/castropol
Asturias,Oviedo,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/oviedo
Asturias,Mieres,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/mieres
Asturias,Villaviciosa,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/villaviciosa
Asturias,Llanera,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/llanera
Asturias,Valdés,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/valdes
Asturias,Gozón,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/gozon
Asturias,Piloña,SIN_EMAIL,https://www.todoslosayuntamientos.es/principado-de-asturias/asturias/pilona
Avila,Aveinte,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/aveinte
Avila,Collado del MirónÁvila24,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/collado-del-miron
Avila,MarlínÁvila34,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/marlin
Avila,Grandes y San MartínÁvila36,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/grandes-y-san-martin
Avila,ManjabálagoÁvila36,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/manjabalago
Avila,San Bartolomé de CornejaÁvila37,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/san-bartolome-de-corneja
Avila,Villar de CornejaÁvila37,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/villar-de-corneja
Avila,BrabosÁvila39,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/brabos
Avila,SigeresÁvila41,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/avila/sigeres
Badajoz,Táliga,SIN_EMAIL,https://www.todoslosayuntamientos.es/extremadura/badajoz/taliga
Badajoz,ReinaBadajoz143,SIN_EMAIL,https://www.todoslosayuntamientos.es/extremadura/badajoz/reina
Barcelona,Barcelona,SIN_EMAIL,https://www.todoslosayuntamientos.es/cataluna/barcelona/barcelona
Burgos,Araúzo de Torre,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/arauzo-de-torre
Burgos,Aguilar de Bureba,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/aguilar-de-bureba
Burgos,VillamedianillaBurgos9,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/villamedianilla
Burgos,Jaramillo QuemadoBurgos10,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/jaramillo-quemado
Burgos,ReinosoBurgos16,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/reinoso
Burgos,Palacios de RiopisuergaBurgos19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/palacios-de-riopisuerga
Burgos,RezmondoBurgos19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/rezmondo
Burgos,BascuñanaBurgos20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/bascunana
Burgos,SordillosBurgos21,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/sordillos
Burgos,CantabranaBurgos22,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/cantabrana
Burgos,MancilesBurgos23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/manciles
Burgos,"Vid de Bureba, LaBurgos24",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/vid-de-bureba-la
Burgos,TobarBurgos25,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/tobar
Burgos,Berzosa de BurebaBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/berzosa-de-bureba
Burgos,Castil de PeonesBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/castil-de-peones
Burgos,Navas de BurebaBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/navas-de-bureba
Burgos,Tinieblas de la SierraBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/tinieblas-de-la-sierra
Burgos,VileñaBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/vilena
Burgos,VillaespasaBurgos26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/villaespasa
Burgos,"Sequera de Haza, LaBurgos27",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/sequera-de-haza-la
Burgos,Villanueva de CarazoBurgos27,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/villanueva-de-carazo
Burgos,Cascajares de la SierraBurgos28,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/cascajares-de-la-sierra
Burgos,ValmalaBurgos28,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/valmala
Burgos,GalbarrosBurgos29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/galbarros
Burgos,HazaBurgos29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/haza
Burgos,MamolarBurgos29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/mamolar
Burgos,San Vicente del ValleBurgos29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/burgos/san-vicente-del-valle
Cantabria,San Roque de Riomiera,SIN_EMAIL,https://www.todoslosayuntamientos.es/cantabria/cantabria/san-roque-de-riomiera
Cantabria,TresvisoCantabria58,SIN_EMAIL,https://www.todoslosayuntamientos.es/cantabria/cantabria/tresviso
Cuenca,Canalejas del Arroyo,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/canalejas-del-arroyo
Cuenca,Alcázar del Rey,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/alcazar-del-rey
Cuenca,Alcohujate,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/alcohujate
Cuenca,Alconchel de la Estrella,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/alconchel-de-la-estrella
Cuenca,ArrancacepasCuenca16,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/arrancacepas
Cuenca,VindelCuenca17,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/vindel
Cuenca,YémedaCuenca19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/yemeda
Cuenca,ValsalobreCuenca21,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/valsalobre
Cuenca,Olmeda de la CuestaCuenca22,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/olmeda-de-la-cuesta
Cuenca,Olmedilla de ElizCuenca22,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/olmedilla-de-eliz
Cuenca,Castillo-AlbaráñezCuenca23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/castillo-albaranez
Cuenca,Villarejo de la PeñuelaCuenca23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/villarejo-de-la-penuela
Cuenca,Bascuñana de San PedroCuenca24,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/bascunana-de-san-pedro
Cuenca,Cueva del HierroCuenca29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/cueva-del-hierro
Cuenca,Mota de AltarejosCuenca29,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/mota-de-altarejos
Cuenca,Villar del InfantadoCuenca30,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/villar-del-infantado
Cuenca,Solera de GabaldónCuenca31,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/solera-de-gabaldon
Cuenca,Casas de GarcimolinaCuenca34,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/casas-de-garcimolina
Cuenca,"Parra de las Vegas, LaCuenca34",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/parra-de-las-vegas-la
Cuenca,Castillejo-SierraCuenca35,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/castillejo-sierra
Cuenca,Portalrubio de GuadamejudCuenca36,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/portalrubio-de-guadamejud
Cuenca,Fresneda de AltarejosCuenca37,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/fresneda-de-altarejos
Cuenca,BuciegasCuenca38,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/buciegas
Cuenca,"Cierva, LaCuenca38",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/cierva-la
Cuenca,Fresneda de la SierraCuenca40,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/fresneda-de-la-sierra
Cuenca,Torrubia del CastilloCuenca44,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/torrubia-del-castillo
Cuenca,"Pozuelo, ElCuenca45",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/cuenca/pozuelo-el
Granada,Almuñécar,SIN_EMAIL,https://www.todoslosayuntamientos.es/andalucia/granada/almunecar
Guadalajara,Baides,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/baides
Guadalajara,Castellar de la Muela,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/castellar-de-la-muela
Guadalajara,Adobes,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/adobes
Guadalajara,Alaminos,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/alaminos
Guadalajara,Albendiego,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/albendiego
Guadalajara,Alcolea de las Peñas,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/alcolea-de-las-penas
Guadalajara,Algora,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/algora
Guadalajara,Almadrones,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/almadrones
Guadalajara,TorremochuelaGuadalajara6,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/torremochuela
Guadalajara,CastilnuevoGuadalajara8,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/castilnuevo
Guadalajara,Rebollosa de JadraqueGuadalajara10,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/rebollosa-de-jadraque
Guadalajara,Condemios de AbajoGuadalajara12,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/condemios-de-abajo
Guadalajara,EstriéganaGuadalajara12,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/estriegana
Guadalajara,BañuelosGuadalajara13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/banuelos
